0.797767365,1.103955429,0.658594317,0.955589156
0.535532291,1.063001832,1.655191801,1.09968929
0.343673529,0.742256726,1.023230709,1.269276553
1.026257,0.798158462,1.997248515,1.463835661
1.363164271,1.030952316,2.331520385,1.9141112
1.669015437,1.615477473,2.228640786,1.808477109
1.137774018,1.270448468,2.751979781,1.97025787
1.166647833,0.893185478,3.626983714,2.237385681
1.003108616,1.342942247,3.340028626,2.382769842
1.416039567,1.206134916,3.121322146,1.952804603
1.141118508,1.144901945,3.862412401,2.780537521
1.507798406,0.966705963,4.423148102,2.561189123
1.362828137,2.011678058,3.872707586,2.237570704
1.611607387,1.841462714,4.562836426,2.557615603
1.496475067,1.611518066,5.733048053,3.685118626
0.926726122,1.919721802,5.007367102,3.130219974
0.789643776,1.2679431,4.788250268,3.307415338
0.633602703,1.047191004,6.589810529,3.349449611
1.043753532,1.290986966,5.344120859,3.496178746
1.102872439,1.34939099,4.958790491,3.130297633
0.717634829,1.18968761,6.134567175,3.811974697
1.07817282,1.333021433,5.422860715,3.315878665
1.35982387,1.708793703,4.862907746,2.880068156
1.302058462,2.057260925,5.730780729,3.215973559
1.410620308,1.846313218,6.282421724,3.340990889
0.952114786,1.364034066,5.309124616,3.42847135
1.471316934,1.861342692,6.393308322,4.004796663
1.663853165,2.211135372,5.971575943,3.089162634
1.980640329,2.023511533,6.032584383,3.58211992
1.241220992,2.350457618,7.199138749,4.36827859
1.058767536,2.015310287,6.083482457,3.067543542
1.07488711,1.316852849,6.676963123,3.707330948
0.823412061,1.534135309,7.810242132,4.023954628
0.64935132,1.494651846,5.895545524,3.282923153
0.699635171,1.494337282,6.758367706,4.129991388
0.920303988,1.625202576,7.779418093,4.420529683
1.444890981,1.160852531,6.366219779,3.911316696
1.523103889,2.087690236,6.396870019,3.343167332
1.0602266,2.045814787,7.187837999,4.047360026
0.656592763,1.672626829,6.926859736,4.059928336
1.10444323,1.414724015,6.504972125,3.307912333
1.069727577,1.743611299,7.405031203,3.784792185
1.385820197,2.223810658,6.493844457,3.87771221
1.50716821,1.480865474,6.421574553,3.228320484
1.021126478,2.50639827,8.079561726,4.269480623
1.551676484,1.516280954,6.048829963,3.536728117
1.45171491,2.146477494,7.364494608,4.196839843
1.277679936,2.441628111,7.292034018,3.694964393
1.197071643,1.809226871,7.033941385,3.926679884
1.220475765,1.721776131,7.68695492,4.731535047
1.225146277,1.519852602,7.121803888,4.377858555
1.397328952,1.597861122,6.912774993,4.028938045
1.642993534,1.586315699,7.023299226,4.456376569
1.970315062,1.734144106,6.916899125,3.85555704
1.742313355,2.369801466,7.237102231,4.182965777
1.7467839,2.006994003,6.897347463,4.040866929
1.30406489,2.572112315,7.665266346,3.884562588
1.547582916,1.643868043,7.803091916,3.996235891
1.128236401,1.924899246,7.359217845,3.843308873
0.778248406,1.636151793,6.996408962,3.511383242
0.638478951,1.355960983,7.314405848,3.735427876
0.946559301,1.839208767,7.172660795,3.666169551
1.462903666,1.730989263,6.488499105,3.641672279
1.851570395,2.331323545,7.693125718,4.668993232
1.480871708,2.600542352,7.000136124,4.299647447
1.343115761,2.431630594,7.499342851,4.020756681
0.82187879,1.866828587,8.551045771,4.364049871
0.538922587,2.050851346,7.55853874,4.57200237
0.634490729,1.409169082,7.517733544,4.054424504
0.415976523,1.816726061,8.329223651,4.443969481
0.603944459,1.58206865,6.689982678,4.011321437
0.868544419,1.348807907,7.272985785,3.651318592
0.556831827,1.352511267,7.755617091,4.689980317
0.589904054,2.051654857,6.120926524,3.873236563
0.953130973,1.209195222,7.153028483,4.56728695
0.57365477,2.226035542,7.339830256,4.632567533
0.354419456,1.826322548,5.75109927,3.619033883
0.655359189,1.3271041,7.705288517,4.528499943
